         396379 function calls (384047 primitive calls) in 4.043 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 xmlreader.py:189(InputSource)
        1    0.000    0.000    0.000    0.000 xmlreader.py:278(AttributesImpl)
        1    0.000    0.000    0.000    0.000 xmlreader.py:340(AttributesNSImpl)
        1    0.000    0.000    0.000    0.000 xmlreader.py:91(IncrementalParser)
        1    0.000    0.000    0.001    0.001 zipfile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 zipfile.py:1114(_ZipWriteFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:1192(ZipFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:1954(PyZipFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:2187(CompleteDirs)
        1    0.000    0.000    0.000    0.000 zipfile.py:2242(FastLookup)
        1    0.000    0.000    0.000    0.000 zipfile.py:2260(Path)
        1    0.000    0.000    0.000    0.000 zipfile.py:318(ZipInfo)
        1    0.000    0.000    0.000    0.000 zipfile.py:43(BadZipFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:47(LargeZipFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:613(LZMACompressor)
        1    0.000    0.000    0.000    0.000 zipfile.py:636(LZMADecompressor)
        1    0.000    0.000    0.000    0.000 zipfile.py:737(_SharedFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:775(_Tellable)
        1    0.000    0.000    0.000    0.000 zipfile.py:795(ZipExtFile)
     1203    0.004    0.000    0.004    0.000 {built-in method __new__ of type object at 0x584FB7D0}
       36    0.001    0.000    0.001    0.000 {built-in method _abc._abc_init}
      749    0.000    0.000    0.001    0.000 {built-in method _abc._abc_instancecheck}
        1    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
    47/11    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
        3    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_decode}
       21    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_encode}
        5    0.000    0.000    0.021    0.004 {built-in method _codecs.lookup}
        1    0.000    0.000    0.000    0.000 {built-in method _codecs.register_error}
        3    0.000    0.000    0.000    0.000 {built-in method _csv.register_dialect}
        1    0.000    0.000    0.000    0.000 {built-in method _csv.writer}
        1    0.000    0.000    0.000    0.000 {built-in method _elementtree._set_factories}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha512}
      205    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
     1289    0.001    0.000    0.001    0.000 {built-in method _imp.acquire_lock}
       14    0.001    0.000    0.001    0.000 {built-in method _imp.create_builtin}
     10/9    0.203    0.020    0.205    0.023 {built-in method _imp.create_dynamic}
       14    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
       10    0.000    0.000    0.000    0.000 {built-in method _imp.exec_dynamic}
       92    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
      233    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
     1289    0.001    0.000    0.001    0.000 {built-in method _imp.release_lock}
        1    0.000    0.000    0.000    0.000 {built-in method _locale._getdefaultlocale}
        1    0.048    0.048    0.048    0.048 {built-in method _socket.getaddrinfo}
       67    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
       56    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
      173    0.001    0.000    0.001    0.000 {built-in method _sre.compile}
     1611    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
      903    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
        5    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        1    0.000    0.000    0.000    0.000 {built-in method _thread._set_sentinel}
      505    0.003    0.000    0.003    0.000 {built-in method _thread.allocate_lock}
      609    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        1    0.000    0.000    0.000    0.000 {built-in method _thread.get_native_id}
        6    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        1    0.000    0.000    0.000    0.000 {built-in method _warnings.warn}
        1    0.000    0.000    0.000    0.000 {built-in method atexit.register}
      591    0.018    0.000    0.136    0.000 {built-in method builtins.__build_class__}
    59/20    0.000    0.000    2.071    0.104 {built-in method builtins.__import__}
       96    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
        4    0.001    0.000    0.003    0.001 {built-in method builtins.all}
      226    0.000    0.000    0.000    0.000 {built-in method builtins.any}
        9    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
      738    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
        8    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
       60    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.eval}
    220/1    0.003    0.000    4.043    4.043 {built-in method builtins.exec}
     1782    0.004    0.000    0.004    0.000 {built-in method builtins.getattr}
       22    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
6028/5645    0.003    0.000    0.360    0.000 {built-in method builtins.hasattr}
      486    0.000    0.000    0.001    0.000 {built-in method builtins.hash}
    42599    0.011    0.000    0.012    0.000 {built-in method builtins.isinstance}
      140    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
36274/33113    0.010    0.000    0.012    0.000 {built-in method builtins.len}
        3    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
      952    0.000    0.000    0.000    0.000 {built-in method builtins.max}
     5684    0.004    0.000    0.004    0.000 {built-in method builtins.min}
     3389    0.001    0.000    0.010    0.000 {built-in method builtins.next}
     6705    0.002    0.000    0.002    0.000 {built-in method builtins.ord}
       12    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
       12    0.000    0.000    0.000    0.000 {built-in method builtins.round}
      982    0.002    0.000    0.002    0.000 {built-in method builtins.setattr}
        9    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
       16    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
      615    0.000    0.000    0.000    0.000 {built-in method from_bytes}
      816    0.001    0.000    0.001    0.000 {built-in method fromkeys}
      205    0.857    0.004    0.857    0.004 {built-in method io.open_code}
        1    0.002    0.002    0.011    0.011 {built-in method io.open}
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
      205    0.037    0.000    0.037    0.000 {built-in method marshal.loads}
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
        1    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
      633    0.000    0.000    0.000    0.000 {built-in method nt.fspath}
       78    0.000    0.000    0.000    0.000 {built-in method nt.getcwd}
       24    0.010    0.000    0.010    0.000 {built-in method nt.listdir}
     1035    0.469    0.000    0.469    0.000 {built-in method nt.stat}
       21    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        1    0.001    0.001    0.001    0.001 {built-in method sys.getwindowsversion}
       91    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        1    0.000    0.000    0.000    0.000 {built-in method time.monotonic}
        2    0.000    0.000    0.000    0.000 {built-in method time.perf_counter}
        5    0.000    0.000    0.000    0.000 {built-in method time.time}
        2    0.000    0.000    0.000    0.000 {built-in method winreg.OpenKey}
        3    0.000    0.000    0.000    0.000 {built-in method winreg.QueryValueEx}
        1    0.000    0.000    0.000    0.000 {built-in method zlib.decompressobj}
        3    0.000    0.000    0.000    0.000 {function HTTPResponse.close at 0x03A51658}
        1    0.000    0.000    0.000    0.000 {function HTTPResponse.flush at 0x03A516A0}
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x039E1460}
        2    0.000    0.000    0.000    0.000 {function socket.close at 0x019AFA90}
        1    0.000    0.000    0.000    0.000 {method 'Close' of 'PyHKEY' objects}
       91    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
       24    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
       24    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
       11    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
        3    0.000    0.000    0.000    0.000 {method '_checkClosed' of '_io._IOBase' objects}
        3    0.000    0.000    0.000    0.000 {method '_checkReadable' of '_io._IOBase' objects}
       18    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
       24    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
      486    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
       11    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
    43320    0.011    0.000    0.011    0.000 {method 'append' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'bind' of '_socket.socket' objects}
       28    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
       11    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        2    0.000    0.000    0.000    0.000 {method 'clear' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
        1    0.131    0.131    0.131    0.131 {method 'connect' of '_socket.socket' objects}
        4    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 {method 'count' of 'bytes' objects}
     1933    0.002    0.000    0.002    0.000 {method 'count' of 'str' objects}
        9    0.000    0.000    0.000    0.000 {method 'decode' of 'bytearray' objects}
       12    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
       15    0.001    0.000    0.001    0.000 {method 'decompress' of 'zlib.Decompress' objects}
        2    0.000    0.000    0.000    0.000 {method 'deleter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
      138    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
     2781    0.001    0.000    0.001    0.000 {method 'end' of 're.Match' objects}
      991    0.001    0.000    0.001    0.000 {method 'endswith' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'extend' of 'collections.deque' objects}
      706    0.001    0.000    0.001    0.000 {method 'extend' of 'list' objects}
     3662    0.002    0.000    0.002    0.000 {method 'find' of 'bytearray' objects}
       14    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
      327    0.001    0.000    0.001    0.000 {method 'findall' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 {method 'flush' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 {method 'flush' of 'zlib.Decompress' objects}
      326    0.001    0.000    0.001    0.000 {method 'format' of 'str' objects}
        5    0.000    0.000    0.000    0.000 {method 'fullmatch' of 're.Pattern' objects}
     8811    0.003    0.000    0.003    0.000 {method 'get' of 'dict' objects}
      335    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
     2392    0.002    0.000    0.002    0.000 {method 'group' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 {method 'groupdict' of 're.Match' objects}
        6    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 {method 'index' of 'tuple' objects}
      170    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
       32    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
      161    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
      689    0.000    0.000    0.000    0.000 {method 'islower' of 'str' objects}
      814    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
        4    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
     1196    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
       87    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
       11    0.000    0.000    0.199    0.018 {method 'join' of 'bytes' objects}
4311/4243    0.003    0.000    0.003    0.000 {method 'join' of 'str' objects}
      447    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 {method 'lower' of 'bytes' objects}
     2846    0.001    0.000    0.001    0.000 {method 'lower' of 'str' objects}
        9    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
     6299    0.011    0.000    0.011    0.000 {method 'match' of 're.Pattern' objects}
       21    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
      260    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.OrderedDict' objects}
       11    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.deque' objects}
      285    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
      550    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
        9    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
      235    0.034    0.000    0.034    0.000 {method 'read' of '_io.BufferedReader' objects}
        2    0.000    0.000    0.000    0.000 {method 'read' of '_io.StringIO' objects}
       27    0.000    0.000    0.388    0.014 {method 'readline' of '_io.BufferedReader' objects}
        2    0.000    0.000    0.000    0.000 {method 'readlines' of '_io._IOBase' objects}
        3    0.388    0.129    0.388    0.129 {method 'recv_into' of '_socket.socket' objects}
       18    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
       62    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
       15    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
      779    0.001    0.000    0.001    0.000 {method 'rindex' of 'str' objects}
     1769    0.001    0.000    0.001    0.000 {method 'rpartition' of 'str' objects}
      416    0.001    0.000    0.001    0.000 {method 'rsplit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'rstrip' of 'bytes' objects}
     5548    0.002    0.000    0.002    0.000 {method 'rstrip' of 'str' objects}
     1639    0.004    0.000    0.004    0.000 {method 'search' of 're.Pattern' objects}
        4    0.000    0.000    0.000    0.000 {method 'seek' of '_io.StringIO' objects}
        1    0.000    0.000    0.000    0.000 {method 'sendall' of '_socket.socket' objects}
        8    0.000    0.000    0.000    0.000 {method 'setdefault' of 'collections.OrderedDict' objects}
       60    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'setsockopt' of '_socket.socket' objects}
       25    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        2    0.000    0.000    0.000    0.000 {method 'settimeout' of '_socket.socket' objects}
       18    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
       17    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
       36    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
     1099    0.001    0.000    0.001    0.000 {method 'start' of 're.Match' objects}
     4919    0.003    0.000    0.003    0.000 {method 'startswith' of 'str' objects}
      656    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
      301    0.000    0.000    0.000    0.000 {method 'sub' of 're.Pattern' objects}
        3    0.000    0.000    0.000    0.000 {method 'subn' of 're.Pattern' objects}
       11    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
      271    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
      101    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'truncate' of '_io.StringIO' objects}
        1    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
        2    0.000    0.000    0.000    0.000 {method 'update' of 'collections.OrderedDict' objects}
       31    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
      426    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
       10    0.000    0.000    0.000    0.000 {method 'values' of 'collections.OrderedDict' objects}
        3    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}
       21    0.000    0.000    0.000    0.000 {method 'writerow' of '_csv.writer' objects}


